date,geography_name,geography_code,school_type_group,Institution,characteristic_type,Characteristic,Students at end of 16-18 study,Number of level 3 students,Number of A level students,Number of academic students,Number of applied general students,Number of tech level students,APS per A level entry,Average A level result,APS per academic entry,Average academic result,APS per applied general entry,Average applied general result,APS per tech level entry,Average tech level result,% achieving ≥ 2 substantial level 3 results,% achieving ≥ 2 A levels,% achieving ≥ 2 academic results,Number of students entered for ≥ 1 A level or applied A level,APS per 'Best 3' entries,APS per 'Best 3' entries (grade),% achieving 3 A* to A,% achieving ≥ AAB,Number of students entered for ≥ 1 A level,% achieving ≥ AAB for a minimum of 2 facilitating A levels,Number of students entered for any level 3 vocational (excluding applied generals),% level 3 vocational students (excluding applied generals) who entered tech levels,Number of students entered for any level 3 vocational (excluding tech levels),% level 3 vocational students (excluding tech levels) who entered applied general,Number of students with level 2 as highest entry,% level 2 students entered for technical certificate,Number of technical certificate students,APS per entry technical certificate students,Average technical certificate result
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,539,149,125,125,34,4,32.1994,C+,32.0608,C+,27.5,Merit+,26.4286,Merit,62.416,68,68.8,86,32.3643,C+,13.953,20.93,86,19.767,61,6.557,88,38.636,60,18.333,14,5.9661,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,190,34,33,33,5,1,32.9379,C+,32.9754,C+,41.5,Dist+,NA,NA,73.529,72.727,72.727,25,30.6667,C,12,24,25,20,35,2.857,39,12.821,38,23.684,9,5.6,L2Merit-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,402,115,81,83,35,9,29.611,C,29.5349,C,34.6781,Dist,32.9577,Dist-,84.348,82.716,80.723,65,29.7949,C,1.538,7.692,65,6.154,42,21.429,65,53.846,45,0,0,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,81,20,15,15,8,1,30.2703,C,30.2681,C,34.0455,Dist,NA,NA,70,80,80,10,31.6667,C,10,10,10,10,11,9.091,17,47.059,7,0,0,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,293,157,150,151,20,1,36.5664,B-,36.6601,B-,32.3621,Dist-,NA,NA,88.535,87.333,86.755,130,34.7436,C+,10.769,21.538,130,14.615,58,1.724,75,26.667,42,0,0,NA,NA
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,540,138,87,91,59,8,32.3543,C+,32.2943,C+,25.8531,Merit,31.5873,Dist-,68.841,71.264,68.132,64,30.7292,C,10.938,17.188,64,9.375,68,11.765,115,51.304,94,4.255,4,6,L2Merit
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,179,55,44,48,3,8,34.7368,C+,34.7297,C+,30,Dist-,37.1622,Dist+,85.455,93.182,85.417,40,31.3333,C,7.5,15,40,12.5,45,17.778,40,7.5,31,6.452,2,5,L2Pass
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,81,21,18,19,9,0,35.3333,B-,35.4741,B-,27.4545,Merit+,NA,NA,95.238,77.778,73.684,11,39.3939,B,9.091,27.273,11,18.182,8,0,16,56.25,15,6.667,1,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,312,154,150,150,21,1,40.1779,B,40.2715,B,36.4833,Dist,NA,NA,94.805,91.333,91.333,132,39.0657,B,25.758,34.848,132,26.515,43,2.326,61,34.426,34,0,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,715,202,131,134,85,16,35.1382,B-,35.3139,B-,27.739,Merit+,31.5556,Dist-,67.327,67.939,66.418,83,34.4177,C+,16.867,24.096,83,15.663,85,18.824,141,60.993,84,9.524,8,5.75,L2Merit-
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,183,48,44,44,5,1,41.68,B+,41.547,B,28.7692,Merit+,NA,NA,87.5,93.182,93.182,43,38.7597,B,25.581,34.884,43,23.256,29,3.448,32,15.625,35,0,0,NA,NA
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,441,97,54,54,33,19,31.7895,C+,31.477,C,35.0643,Dist,31.2418,Dist-,75.258,87.037,87.037,41,32.1951,C+,7.317,17.073,41,9.756,42,45.238,54,61.111,56,1.786,1,NA,NA
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,85,21,18,18,4,1,39.5506,B,39.5536,B,35.5,Dist,NA,NA,90.476,77.778,77.778,14,39.0476,B,21.429,28.571,14,21.429,11,9.091,14,28.571,16,6.25,1,NA,NA
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,290,172,161,161,26,5,41.7367,B+,41.7372,B+,33.8442,Dist,45.2381,Dist*-,94.186,88.199,88.199,141,40.0473,B,27.66,34.752,141,24.823,58,8.621,70,37.143,16,6.25,1,NA,NA
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,285,92,65,66,36,10,38.2184,B-,38.2803,B-,37.331,Dist+,25.5128,Merit,91.304,86.154,84.848,48,39.5139,B,20.833,29.167,48,16.667,25,40,49,73.469,24,12.5,3,5.9091,L2Merit
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,551,155,110,112,62,13,37.424,B-,37.502,B-,30.4764,Dist-,32.8505,Dist-,82.581,82.727,81.25,76,38.2018,B-,28.947,39.474,76,21.053,66,19.697,110,57.273,56,3.571,2,7,L2Dist
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,147,53,49,49,4,3,42.1176,B+,42.1362,B+,26.6,Merit,34.1176,Dist,88.679,87.755,87.755,46,37.029,B-,21.739,32.609,46,17.391,44,6.818,45,8.889,13,7.692,1,NA,NA
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,335,102,62,64,49,12,38.8685,B,38.7839,B,31.8783,Dist-,21.875,Merit-,93.137,93.548,90.625,41,39.6748,B,21.951,36.585,41,29.268,23,52.174,60,81.667,9,11.111,1,NA,NA
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,79,32,27,27,9,3,33.1507,C+,33.0623,C+,34.0714,Dist,38.9655,Dist+,100,88.889,88.889,20,33.3333,C+,10,20,20,20,4,75,10,90,1,0,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,291,182,161,161,45,3,40.9354,B,41.0331,B,35.8087,Dist,36.4286,Dist,98.352,91.925,91.925,135,41.0617,B,25.185,40,135,26.667,14,21.429,54,83.333,10,0,0,NA,NA
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,673,201,137,140,79,21,34.1795,C+,34.0924,C+,30.8,Dist-,25.4706,Merit,84.577,81.022,79.286,100,35.1,B-,14,25,100,13,58,36.207,116,68.966,35,11.429,4,5.6923,L2Merit-
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,Unknown ethnicity,179,76,62,62,24,7,42.3529,B+,42.4708,B+,33.9263,Dist,32.449,Dist-,92.105,87.097,87.097,49,38.6395,B,22.449,34.694,49,20.408,23,30.435,40,60,12,8.333,1,NA,NA
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools,Ethnicity,White,1330,1031,927,936,314,42,32.0293,C+,32.1293,C+,29.2156,Merit+,31.5079,Dist-,81.28,71.737,71.261,594,33.5802,C+,10.606,19.36,594,15.152,238,17.647,440,72.045,32,0,2,6,L2Merit
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools,Ethnicity,White,1051,884,841,845,184,16,30.5075,C,30.5994,C,31.4928,Dist-,24.4615,Merit,79.525,70.155,70.059,592,29.4764,C,6.419,11.318,585,9.06,171,9.357,313,58.786,27,55.556,15,6,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools,Ethnicity,White,517,463,423,424,126,38,31.1611,C,31.1641,C,28.1686,Merit+,33.8194,Dist,87.041,76.596,76.415,278,34.3405,C+,7.554,16.547,277,11.913,52,73.077,126,100,0,NA,0,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Ethnicity,White,2609,2214,2061,2082,397,102,31.5987,C,31.6025,C,26.6661,Merit,31.5825,Dist-,77.326,71.713,71.182,1467,31.661,C,9.884,17.314,1464,13.525,316,32.278,577,68.804,40,55,26,6.1409,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Ethnicity,White,1931,1339,1269,1269,147,35,31.5828,C,31.6143,C,32.4194,Dist-,33.1343,Dist-,78.566,76.044,76.044,965,30.6598,C,7.979,13.782,960,9.271,717,4.881,830,17.711,81,32.099,26,4.5,L2Pass-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools,Ethnicity,White,1174,942,838,843,317,54,32.0057,C+,32.0405,C+,28.9767,Merit+,32.1154,Dist-,85.032,77.804,77.58,544,33.3272,C+,10.11,17.279,544,13.603,153,35.294,384,83.854,43,0,0,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Ethnicity,White,910,749,660,662,208,31,32.9389,C+,32.971,C+,28.0927,Merit+,31.2834,Dist-,83.979,76.212,76.133,478,31.5551,C,9.833,15.9,478,11.715,62,50,225,92.444,21,0,0,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Ethnicity,White,407,340,289,289,98,17,31.2492,C,31.3796,C,29.8244,Merit+,32.1429,Dist-,85.882,77.509,77.509,216,31.9753,C+,6.944,13.889,216,10.648,34,50,104,94.231,0,NA,0,NA,NA
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools,Ethnicity,White,2535,2021,1877,1893,441,126,32.1772,C+,32.3264,C+,26.9639,Merit+,33.4783,Dist,84.067,77.89,77.285,1359,31.766,C+,9.051,16.262,1359,11.847,255,49.412,563,81.172,47,25.532,12,6.0547,L2Merit
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools,Ethnicity,White,1838,1158,1087,1095,77,43,34.5265,C+,34.5548,C+,26.9028,Merit+,37.6676,Dist+,80.743,79.117,78.539,943,30.8271,C,7.105,13.892,943,8.696,667,6.447,699,11.016,123,0,0,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Ethnicity,White,889,645,559,563,300,4,39.1533,B,39.0278,B,34.7568,Dist,42.5,Dist*-,97.364,80.322,79.929,333,39.9399,B,22.523,33.634,333,24.925,17,23.529,306,98.039,10,0,0,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Ethnicity,White,381,309,271,272,102,19,34.978,C+,35.0678,B-,34.4164,Dist,35.7353,Dist,92.557,85.24,84.926,192,34.3229,C+,14.583,21.354,192,16.667,39,48.718,120,85,0,NA,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools,Ethnicity,White,2513,2032,1879,1910,476,105,37.7967,B-,37.7802,B-,31.5343,Dist-,38.5833,Dist+,93.11,88.505,87.173,1460,37.0936,B-,18.836,29.452,1460,21.027,240,43.75,603,80.1,33,57.576,19,5.7051,L2Merit-
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools,Ethnicity,White,1764,1115,1014,1024,160,25,39.1169,B,39.1433,B,30.6602,Dist-,40.7317,Dist+,83.767,82.446,81.641,926,32.8042,C+,10.691,19.546,926,10.691,720,3.472,816,19.608,101,2.97,3,7.5,L2Dist*-
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools,Ethnicity,White,1045,848,725,733,321,61,38.9606,B,38.9374,B,34.646,Dist,37.043,Dist+,90.448,77.793,77.08,474,40.1336,B,22.574,36.92,474,26.582,146,41.781,380,86.842,16,0,0,NA,NA
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools,Ethnicity,White,719,650,556,567,330,7,41.2595,B,41.2327,B,37.4327,Dist+,38.0556,Dist+,97.692,80.036,78.483,316,42.8481,B+,30.696,47.152,316,33.228,14,50,336,98.214,0,NA,0,NA,NA
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools,Ethnicity,White,371,320,284,284,135,23,37.4194,B-,37.5355,B-,34.9057,Dist,32.8409,Dist-,97.188,82.394,82.394,172,38.5271,B,23.837,34.302,172,21.512,40,57.5,146,92.466,0,NA,0,NA,NA
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools,Ethnicity,White,974,862,746,754,367,52,41.0898,B,41.0588,B,36.3914,Dist,35.1266,Dist,95.128,84.45,83.554,479,42.2686,B+,29.019,42.797,479,31.106,121,42.975,424,87.972,12,8.333,1,NA,NA
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools,Ethnicity,White,2187,1888,1754,1782,531,124,41.0519,B,40.9622,B,35.3031,Dist,39.6209,Dist+,96.875,89.909,88.496,1269,42.2459,B+,29.472,44.444,1269,29.787,182,68.132,573,92.67,18,72.222,13,6.7308,L2Dist-
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools,Ethnicity,White,1646,1141,1035,1044,191,47,40.4201,B,40.4346,B,33.4723,Dist,35.6677,Dist,83.961,80.386,79.693,916,33.9301,C+,14.301,24.017,916,12.664,705,6.667,811,24.168,31,0,0,NA,NA
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools,Ethnicity,White,1113,922,763,767,444,62,39.0509,B,38.9832,B,34.9039,Dist,32.7128,Dist-,98.048,83.355,82.92,459,40.7044,B,24.619,38.998,459,25.926,109,56.881,468,95.085,6,0,0,NA,NA
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools,Ethnicity,White,737,649,574,577,304,7,38.5279,B,38.4683,B,34.5111,Dist,40,Dist+,99.23,80.139,79.723,344,39.8934,B,19.767,34.302,344,21.802,8,87.5,304,100,0,NA,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools,Ethnicity,White,393,318,296,296,94,24,34.8577,C+,34.9338,C+,32.5855,Dist-,33.7778,Dist,96.541,84.122,84.122,210,35.2698,B-,12.381,24.286,210,15.714,43,55.814,111,84.685,0,NA,0,NA,NA
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools,Ethnicity,White,2175,1818,1701,1707,582,126,37.3414,B-,37.3936,B-,33.8346,Dist,37.525,Dist+,98.955,86.655,86.409,1162,38.2846,B-,18.933,29.174,1162,18.675,161,78.261,612,95.098,0,NA,0,NA,NA
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools,Ethnicity,White,1799,1452,1165,1166,639,153,39.4168,B,39.4302,B,36.7074,Dist+,34.7991,Dist,95.799,79.742,79.674,757,37.5297,B-,15.588,28.005,757,15.192,302,50.662,774,82.558,7,0,0,NA,NA
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,2335,1095,967,984,322,55,31.468,C,31.5447,C,29.2185,Merit+,31.6715,Dist-,80.091,71.975,70.935,629,32.8246,C+,10.016,18.283,629,14.308,540,10.185,737,44.098,347,35.159,117,5.435,L2Pass+
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,1740,929,842,846,201,52,30.4917,C,30.5839,C,30.8605,Dist-,28.2997,Merit+,77.718,70.071,69.976,596,29.3177,C,6.376,11.242,589,8.998,396,13.131,522,38.889,302,47.682,149,5.9037,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,3329,1631,1566,1573,186,38,35.4713,B-,35.4774,B-,27.7681,Merit+,33.8194,Dist,84.243,81.992,81.627,1311,34.48,C+,14.188,23.646,1310,15.878,928,4.095,1032,18.023,727,45.942,346,5.7726,L2Merit-
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,5589,2820,2576,2597,501,145,31.7986,C+,31.8315,C+,27.4193,Merit+,30.6032,Dist-,76.489,72.593,72.16,1882,31.6684,C,10.361,17.588,1872,12.874,1076,13.476,1393,36.324,844,43.246,383,5.8357,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,3682,1595,1424,1425,164,139,30.4806,C,30.5281,C,31.1444,Dist-,32.9777,Dist-,77.053,74.228,74.175,1064,29.9843,C,7.331,12.594,1059,8.404,1263,11.006,1287,12.743,643,41.369,260,5.5384,L2Merit-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,2056,1042,881,891,339,85,31.3829,C,31.4106,C,28.9112,Merit+,28.4964,Merit+,82.15,77.98,77.329,582,32.417,C+,9.45,16.151,582,12.715,355,23.944,574,59.93,276,3.261,17,5.9671,L2Merit
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,1518,803,661,663,224,73,32.9159,C+,32.9487,C+,27.5979,Merit+,33.0931,Dist-,82.441,76.097,76.018,479,31.4962,C,9.812,15.866,479,11.691,263,27.757,401,55.86,265,0.377,1,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,3219,1568,1450,1456,210,36,36.8969,B-,36.9666,B-,28.7297,Merit+,39.7351,Dist+,85.587,83.793,83.448,1272,34.2689,C+,12.736,23.899,1272,16.745,958,3.758,1076,19.517,598,1.003,7,6.5,L2Dist-
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,5689,2823,2349,2370,705,262,32.1572,C+,32.3017,C+,26.7553,Merit+,31.9371,Dist-,80.482,77.097,76.456,1750,31.3676,C,9.143,16.171,1750,11.429,1067,24.555,1473,48.948,1038,9.249,105,5.4579,L2Pass+
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,3521,1447,1210,1218,117,185,33.2221,C+,33.2693,C+,26.3503,Merit,33.8456,Dist,76.641,79.752,79.228,1058,30.0882,C,6.522,12.854,1058,8.034,1268,14.59,1194,9.799,648,3.549,25,5.4798,L2Pass+
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,1393,686,559,563,310,35,39.1533,B,39.0278,B,34.6971,Dist,40.2381,Dist+,95.918,80.322,79.929,342,39.5127,B,21.93,32.749,342,24.269,190,18.421,457,67.834,185,5.405,10,5,L2Pass
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,3157,1580,1444,1445,275,48,40.3694,B,40.4314,B,32.9656,Dist-,37.5534,Dist+,87.911,86.981,86.92,1261,36.9019,B-,19.905,29.897,1261,20.143,927,5.178,1090,25.229,550,0.182,1,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,5580,2836,2322,2361,779,240,37.4348,B-,37.439,B-,29.027,Merit+,31.9411,Dist-,85.543,85.659,84.371,1787,36.7058,B-,18.131,28.987,1787,19.586,1080,22.222,1511,52.019,701,11.84,83,5.4687,L2Pass+
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,3214,1320,1069,1079,174,164,38.7388,B,38.7645,B,29.9507,Merit+,32.7165,Dist-,81.742,83.442,82.669,983,32.7569,C+,10.58,19.43,983,10.376,1210,13.554,1178,14.771,564,7.447,48,5.8837,L2Merit
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,1899,949,767,785,342,93,38.1809,B-,38.1649,B-,34.3084,Dist,33.3744,Dist,87.777,78.488,76.815,514,39.0661,B,20.817,34.241,514,24.708,316,29.43,536,65.485,268,5.597,16,5.9079,L2Merit
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,1107,701,557,568,339,48,41.2509,B,41.2244,B,37.5464,Dist+,37.3887,Dist+,96.576,79.892,78.345,317,42.7445,B+,30.599,47.003,317,33.123,143,33.566,432,78.472,87,1.149,1,NA,NA
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,2443,1571,1446,1447,319,49,41.2439,B,41.3315,B,34.616,Dist,38.5096,Dist+,90.388,87.828,87.768,1217,38.6771,B,23.418,35.168,1217,22.514,712,6.882,900,35.444,149,4.027,7,7.2143,L2Dist+
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,1469,936,770,788,380,83,40.6718,B,40.6124,B,36.2798,Dist,31.0407,Dist-,92.949,84.545,82.614,502,41.5604,B,27.689,40.837,502,29.681,248,33.468,533,72.42,127,6.299,8,4.5286,L2Pass-
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,4409,2633,2243,2278,794,236,40.7163,B,40.6766,B,33.6616,Dist,33.7099,Dist,94.075,88.854,87.489,1622,41.8146,B+,28.36,43.033,1622,28.237,839,28.129,1360,58.529,348,9.483,33,6.2041,L2Merit+
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,2443,1352,1121,1129,252,144,39.6001,B,39.6212,B,31.9725,Dist-,31.6036,Dist-,85.059,81.713,81.134,974,33.6721,C+,13.86,23.409,974,12.32,1019,14.23,1088,23.621,162,11.111,18,5.72,L2Merit-
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,1896,1012,775,783,489,96,38.7853,B,38.7139,B,33.4319,Dist,27.0687,Merit+,96.443,83.097,82.248,468,40.3561,B,24.145,38.248,468,25.427,261,36.782,631,77.655,52,5.769,3,6.6429,L2Dist-
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,1331,706,574,577,324,44,38.5279,B,38.4683,B,34.9088,Dist,35.828,Dist,99.15,80.139,79.723,344,39.8934,B,19.767,34.302,344,21.802,139,31.655,418,77.512,36,0,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,3006,1954,1540,1541,740,117,38.8453,B,38.9274,B,34.3489,Dist,32.8466,Dist-,96.622,86.299,86.243,1127,39.5001,B,20.586,34.25,1127,22.538,282,41.489,891,83.053,137,2.92,4,7,L2Dist
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,5637,2792,2239,2247,905,420,37.1796,B-,37.2227,B-,33.0846,Dist-,29.9602,Merit+,95.451,86.021,85.759,1531,38.0383,B-,18.942,29.523,1531,18.027,1077,38.997,1562,58.707,200,3.5,7,5.913,L2Merit
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Ethnicity,White,3124,1717,1258,1259,746,246,38.4054,B,38.4263,B,34.716,Dist,33.6146,Dist,95.515,81.002,80.937,826,36.5738,B-,14.528,26.029,826,14.286,598,41.137,1083,68.883,88,3.409,3,6.8333,L2Dist
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools,Ethnicity,Any other ethnic group,34,20,19,19,8,0,27.2549,C-,27.3552,C-,33.0476,Dist-,NA,NA,90,78.947,78.947,12,29.1667,C,8.333,8.333,12,0,5,0,12,66.667,2,50,1,NA,NA
