date,new_la_code,la_name,geography_code,geography_name,apprenticeships_or_further_education,level_or_type,age_group,starts,participation,achievements,starts_rate_per_100000_population,participation_rate_per_100000_population,achievements_rate_per_100000_population
2017/18,,,E07000169,Selby,Community Learning,Community learning: Wider family learning,Total,NA,10,10,NA,17,15
2017/18,,,E07000169,Selby,Community Learning,Community learning: Wider family learning,25+,NA,10,10,NA,19,17
2017/18,,,E07000169,Selby,Community Learning,Community learning: Neighbourhood learning in deprived communities,Total,NA,low,low,NA,low,low
2017/18,,,E07000169,Selby,Community Learning,Community learning: Neighbourhood learning in deprived communities,25+,NA,low,low,NA,low,low
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Total,Total,NA,24020,16410,NA,7809,5336
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Total,19-24,NA,6100,4020,NA,15784,10393
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Total,25+,NA,17920,12390,NA,6662,4609
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 2,Total,NA,9680,5980,NA,3146,1945
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 2,19-24,NA,2780,1650,NA,7176,4269
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 2,25+,NA,6900,4330,NA,2566,1611
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 3,Total,NA,4650,2070,NA,1510,672
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 3,19-24,NA,2100,1010,NA,5423,2617
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 3,25+,NA,2550,1060,NA,948,393
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,4620,3930,NA,1502,1278
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,1080,900,NA,2803,2314
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,3540,3040,NA,1315,1129
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Basic Skills,Total,NA,9290,5710,NA,3021,1857
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Basic Skills,19-24,NA,2260,1280,NA,5834,3302
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Basic Skills,25+,NA,7040,4440,NA,2616,1649
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 4+,Total,NA,820,170,NA,266,54
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 4+,19-24,NA,200,40,NA,517,91
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Level 4+,25+,NA,620,130,NA,230,49
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Full Level 2,Total,NA,3850,1680,NA,1252,545
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Full Level 2,19-24,NA,1380,650,NA,3569,1683
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Full Level 2,25+,NA,2470,1030,NA,919,382
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Full Level 3,Total,NA,4430,1930,NA,1440,628
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Full Level 3,19-24,NA,2060,980,NA,5324,2537
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: Full Level 3,25+,NA,2370,950,NA,882,354
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: No Level Assigned,Total,NA,3970,2730,NA,1292,888
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,420,300,NA,1083,781
2017/18,,,E08000032,Bradford,Further education and skills,Further education and skills: No Level Assigned,25+,NA,3560,2430,NA,1322,903
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Total,Total,4040,8700,2910,1225,2640,885
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Total,Under 19,1130,1820,780,5214,8382,3568
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Total,19-24,1130,2620,780,2925,6765,2020
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Total,25+,1770,4260,1360,658,1583,504
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Intermediate,Total,2060,4540,1660,626,1378,504
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Intermediate,Under 19,670,1190,520,3080,5471,2382
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Intermediate,19-24,530,1200,410,1365,3101,1047
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Intermediate,25+,860,2150,740,321,800,274
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Higher,Total,370,650,100,111,198,31
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Higher,Under 19,20,30,low,92,124,low
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Higher,19-24,90,150,20,225,378,41
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Higher,25+,260,480,80,97,178,30
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Advanced,Total,1610,3690,1150,488,1119,349
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Advanced,Under 19,440,690,260,2041,3172,1172
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Advanced,19-24,520,1340,360,1334,3465,931
2017/18,,,E08000032,Bradford,Apprenticeships,Apprenticeships: Advanced,25+,650,1660,540,240,616,199
2017/18,,,E08000032,Bradford,Education and training,Education and training: Total,Total,NA,13990,11040,NA,4550,3589
2017/18,,,E08000032,Bradford,Education and training,Education and training: Total,19-24,NA,3330,2570,NA,8611,6641
2017/18,,,E08000032,Bradford,Education and training,Education and training: Total,25+,NA,10660,8470,NA,3966,3150
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 2,Total,NA,6320,4660,NA,2054,1514
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 2,19-24,NA,1560,1110,NA,4021,2863
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 2,25+,NA,4760,3550,NA,1771,1320
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 3,Total,NA,1680,1020,NA,545,330
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 3,19-24,NA,770,520,NA,1981,1342
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 3,25+,NA,910,500,NA,339,184
2017/18,,,E08000032,Bradford,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,4450,3780,NA,1447,1229
2017/18,,,E08000032,Bradford,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,1020,850,NA,2645,2203
2017/18,,,E08000032,Bradford,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,3430,2930,NA,1275,1089
2017/18,,,E08000032,Bradford,Education and training,Education and training: Basic Skills,Total,NA,5300,4140,NA,1722,1347
2017/18,,,E08000032,Bradford,Education and training,Education and training: Basic Skills,19-24,NA,1270,920,NA,3287,2389
2017/18,,,E08000032,Bradford,Education and training,Education and training: Basic Skills,25+,NA,4030,3220,NA,1497,1197
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 4+,Total,NA,210,70,NA,67,21
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 4+,19-24,NA,60,20,NA,155,54
2017/18,,,E08000032,Bradford,Education and training,Education and training: Level 4+,25+,NA,150,40,NA,55,16
2017/18,,,E08000032,Bradford,Education and training,Education and training: Full Level 2,Total,NA,490,370,NA,161,121
2017/18,,,E08000032,Bradford,Education and training,Education and training: Full Level 2,19-24,NA,170,130,NA,447,323
2017/18,,,E08000032,Bradford,Education and training,Education and training: Full Level 2,25+,NA,320,250,NA,119,92
2017/18,,,E08000032,Bradford,Education and training,Education and training: Full Level 3,Total,NA,1440,880,NA,467,285
2017/18,,,E08000032,Bradford,Education and training,Education and training: Full Level 3,19-24,NA,720,490,NA,1862,1257
2017/18,,,E08000032,Bradford,Education and training,Education and training: Full Level 3,25+,NA,720,390,NA,266,145
2017/18,,,E08000032,Bradford,Education and training,Education and training: No Level Assigned,Total,NA,150,100,NA,50,33
2017/18,,,E08000032,Bradford,Education and training,Education and training: No Level Assigned,19-24,NA,140,90,NA,354,228
2017/18,,,E08000032,Bradford,Education and training,Education and training: No Level Assigned,25+,NA,20,10,NA,6,5
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Total,Total,NA,3990,2770,NA,1210,840
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Total,Under 19,NA,10,10,NA,37,37
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Total,19-24,NA,300,210,NA,784,553
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Total,25+,NA,3680,2550,NA,1367,947
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Personal and community development learning,Total,NA,3320,2120,NA,1007,643
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Personal and community development learning,Under 19,NA,10,10,NA,28,28
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Personal and community development learning,19-24,NA,260,170,NA,675,447
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Personal and community development learning,25+,NA,3050,1940,NA,1135,721
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Family english maths and language,Total,NA,20,20,NA,7,7
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Family english maths and language,19-24,NA,low,low,NA,low,low
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Family english maths and language,25+,NA,20,20,NA,9,8
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Wider family learning,Total,NA,580,560,NA,175,171
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Wider family learning,Under 19,NA,low,low,NA,low,low
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Wider family learning,19-24,NA,30,30,NA,85,85
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Wider family learning,25+,NA,540,530,NA,201,196
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Neighbourhood learning in deprived communities,Total,NA,80,80,NA,25,23
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Neighbourhood learning in deprived communities,19-24,NA,10,10,NA,23,21
2017/18,,,E08000032,Bradford,Community Learning,Community learning: Neighbourhood learning in deprived communities,25+,NA,70,70,NA,27,25
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Total,Total,NA,9390,6770,NA,7669,5526
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Total,19-24,NA,2190,1420,NA,17341,11226
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Total,25+,NA,7210,5350,NA,6558,4871
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 2,Total,NA,3180,2160,NA,2592,1763
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 2,19-24,NA,900,580,NA,7154,4619
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 2,25+,NA,2270,1580,NA,2068,1434
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 3,Total,NA,2140,880,NA,1745,718
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 3,19-24,NA,880,380,NA,6987,3026
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 3,25+,NA,1260,500,NA,1142,452
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,1560,1450,NA,1274,1182
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,280,250,NA,2202,1981
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,1280,1200,NA,1167,1090
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Basic Skills,Total,NA,2470,1490,NA,2020,1214
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Basic Skills,19-24,NA,540,280,NA,4270,2234
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Basic Skills,25+,NA,1940,1210,NA,1761,1097
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 4+,Total,NA,430,90,NA,353,69
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 4+,19-24,NA,120,20,NA,919,174
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Level 4+,25+,NA,320,60,NA,288,57
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Full Level 2,Total,NA,1440,800,NA,1173,653
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Full Level 2,19-24,NA,570,320,NA,4492,2559
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Full Level 2,25+,NA,870,480,NA,792,434
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Full Level 3,Total,NA,2050,850,NA,1671,696
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Full Level 3,19-24,NA,870,380,NA,6908,3010
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: Full Level 3,25+,NA,1180,470,NA,1069,430
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: No Level Assigned,Total,NA,2450,2130,NA,2001,1737
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,190,180,NA,1505,1402
2017/18,,,E08000033,Calderdale,Further education and skills,Further education and skills: No Level Assigned,25+,NA,2260,1950,NA,2058,1776
2017/18,,,E08000033,Calderdale,Apprenticeships,Apprenticeships: Total,Total,1840,4010,1470,1412,3089,1134
